,name,cate_1,cate_2,cate_3,dong,lon,lat,cate_mix,kakao_keyword,kakao_map_url,kakao_store_name,kakao_star_point,kakao_star_point_qty,kakao_blog_review_txt,kakao_blog_review_qty
145,유정떡방아,제과제빵떡케익,떡전문,제과점업,탄방동,36.3480356428443,127.397543886175,제과제빵떡케익떡전문제과점업,탄방동%20유정떡방아,https://place.map.kakao.com/10678099,유정떡방아,3.0,2.0,"따끈한 떡이 맛도 있고 해서 주문하려했는데, 녹두값이 올라 작년보다 비싸다며 8만원에서 5천원을 올려받아 그럴수있지 생각하고 다음날 주문하려하니 5천원을 더해 9만원을 달라는거예요. 인사철이라 주문이 밀려서인지 맛도 맛이지만 얇팍한 상술이 느껴져 주문 취소하고, 짜증만 더해지네요.",0.0
146,에이텍용산동,기타음식업,구내식당/자급식음식점,기관구내식당업,관평동,36.4255087167994,127.399756226455,기타음식업구내식당 자급식음식점기관구내식당업,관평동%20에이텍용산동,https://place.map.kakao.com/19012840,에이텍구내식당,3.0,2.0,,0.0
147,삼성왕갈비,한식,갈비/삼겹살,한식 음식점업,오류동,36.3220998270876,127.406998613677,한식갈비 삼겹살한식 음식점업,오류동%20삼성왕갈비,https://place.map.kakao.com/11409832,삼성왕갈비,3.0,2.0,,5.0
148,닭터,한식,한식/백반/한정식,한식 음식점업,신성동,36.3949366608014,127.347809365566,한식한식 백반 한정식한식 음식점업,신성동%20닭터,https://place.map.kakao.com/13330202,닭터,3.7,6.0,대전숨은맛집. 모든 매뉴 강추,8.0
149,참바다대게,일식/수산물,바닷가재/게요리전문,한식 음식점업,관평동,36.4291557321112,127.390270813782,일식 수산물바닷가재 게요리전문한식 음식점업,관평동%20참바다대게,https://place.map.kakao.com/263769666,참바다대게 테크노점,5.0,3.0,살도많고 좋았어요 ㅋㅋ,15.0
150,브릴랑,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,홍도동,36.3485737412585,127.424434181595,커피점 카페커피전문점 카페 다방비알콜 음료점업,홍도동%20브릴랑,https://place.map.kakao.com/852786839,브릴랑,5.0,3.0,,0.0
151,송탄최네집부대찌개,한식,부대찌개/섞어찌개,한식 음식점업,갈마2동,36.3518050648049,127.370006552681,한식부대찌개 섞어찌개한식 음식점업,갈마2동%20송탄최네집부대찌개,https://place.map.kakao.com/482538061,송탄최네집부대찌개 대전직영점,4.0,3.0,주인이 엄청 친절하고 식당이 깔끔하네요. 내가 먹어본 맛중 최고의 부대찌개인것 같아요. 깔끔하고 기분좋게 먹었네요.,6.0
152,비스트로피자,패스트푸드,피자전문,"피자, 햄버거, 샌드위치 및 유사 음식점업",성남동,36.345019353087,127.433138813353,"패스트푸드피자전문피자, 햄버거, 샌드위치 및 유사 음식점업",성남동%20비스트로피자,https://place.map.kakao.com/739343728,비스트로피자 대전동구점,4.0,3.0,,1.0
153,찬애찬,한식,한식/백반/한정식,한식 음식점업,온천1동,36.3596232081237,127.301093709608,한식한식 백반 한정식한식 음식점업,온천1동%20찬애찬,https://place.map.kakao.com/305073164,찬애찬,4.0,1.0,음식도  정갈하고 맛도 있어요 그리고  주인장의 정성이 느껴져요 한번 방문하세요,2.0
154,슈슈브레드,제과제빵떡케익,제과점,제과점업,온천2동,36.3611520938055,127.350019064917,제과제빵떡케익제과점제과점업,온천2동%20슈슈브레드,https://place.map.kakao.com/93286129,슈슈브레드,5.0,3.0,,10.0
155,차칸불돈촌,한식,한식/백반/한정식,한식 음식점업,대동,36.3329616591576,127.444888521706,한식한식 백반 한정식한식 음식점업,대동%20차칸불돈촌,https://place.map.kakao.com/1986696909,불돈촌 우송대본점,5.0,3.0,,2.0
156,미자오뎅,분식,라면김밥분식,분식 및 김밥 전문점,신성동,36.3899603471766,127.350849446058,분식라면김밥분식분식 및 김밥 전문점,신성동%20미자오뎅,https://place.map.kakao.com/603289143,미자오뎅,5.0,1.0,분위기도 좋고 안주도 맛있는 술집 ㅎㅎ  재방문의사 200%에요!!! 문어어묵탕 강추합니다!!,0.0
157,다보김밥,분식,라면김밥분식,분식 및 김밥 전문점,관저1동,36.3032279257777,127.336737752705,분식라면김밥분식분식 및 김밥 전문점,관저1동%20다보김밥,https://place.map.kakao.com/1853664704,다보김밥,4.2,5.0, 기본 김밥에 소고기 넣어주는 곳은 첨봐요…! 김밥은 당연히 맛있고 제육덮밥은 첨 먹어봤는데 갠적으로 너무 맛있어써용!!!  전체적으로 음식 맛도 너무 좋고 깔끔하고 직원분들도 다들 친절하세요 특히 김밥 말아주시던 남자분이 정말 친절하셨어요 !!  덕분에 기분 좋게 먹고 갑니당~~ 번창하세요!! ,9.0
158,신오정고기마을,한식,한식/백반/한정식,한식 음식점업,오정동,36.3512766018384,127.409473648297,한식한식 백반 한정식한식 음식점업,오정동%20신오정고기마을,https://place.map.kakao.com/610962504,신오정고기마을,4.2,5.0,,0.0
159,모아25시식당,한식,한식/백반/한정식,한식 음식점업,중리동,36.3623837835445,127.425034516335,한식한식 백반 한정식한식 음식점업,중리동%20모아25시식당,https://place.map.kakao.com/21438127,모아25시,4.2,5.0,,0.0
160,윤희네해물칼국수,분식,국수/만두/칼국수,분식 및 김밥 전문점,대화동,36.3660183478682,127.407111289802,분식국수 만두 칼국수분식 및 김밥 전문점,대화동%20윤희네해물칼국수,https://place.map.kakao.com/9339861,윤희네해물칼국수,4.2,5.0,,0.0
161,고려함바식당,한식,한식/백반/한정식,한식 음식점업,용운동,36.3283603644325,127.461550453861,한식한식 백반 한정식한식 음식점업,용운동%20고려함바식당,https://place.map.kakao.com/1723699679,고려함바식당,5.0,1.0,,0.0
162,미송복집,일식/수산물,복전문,한식 음식점업,오류동,36.3225744935217,127.41003550735,일식 수산물복전문한식 음식점업,오류동%20미송복집,https://place.map.kakao.com/16451024,미성복집,5.0,1.0,,2.0
163,불타는곱창,한식,곱창/양구이전문,한식 음식점업,온천1동,36.3540643463527,127.336184207997,한식곱창 양구이전문한식 음식점업,온천1동%20불타는곱창,https://place.map.kakao.com/19901430,불타는곱창,5.0,1.0,,2.0
164,피자알볼로,패스트푸드,피자전문,"피자, 햄버거, 샌드위치 및 유사 음식점업",노은2동,36.3864485349459,127.317439498797,"패스트푸드피자전문피자, 햄버거, 샌드위치 및 유사 음식점업",노은2동%20피자알볼로,https://place.map.kakao.com/18612797,피자알볼로 노은점,4.2,5.0,직업특성상 여러지역 알볼로 자주 시켜먹는데 여기가 치즈양은 젤 많은것같네요,6.0
165,귀빈다방,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,중앙동,36.3315285529336,127.431443239826,커피점 카페커피전문점 카페 다방비알콜 음료점업,중앙동%20귀빈다방,https://place.map.kakao.com/8833534,귀빈다방,4.2,5.0,,0.0
166,미미식당,한식,한식/백반/한정식,한식 음식점업,오정동,36.3482707779076,127.414019586227,한식한식 백반 한정식한식 음식점업,오정동%20미미식당,https://place.map.kakao.com/1457965490,미미초밥 김제검산점,3.7,3.0,,0.0
167,명동얼큰이칼국수,분식,국수/만두/칼국수,분식 및 김밥 전문점,가양2동,36.3438805067243,127.447841223422,분식국수 만두 칼국수분식 및 김밥 전문점,가양2동%20명동얼큰이칼국수,https://place.map.kakao.com/652329957,명동얼큰이칼국수,3.7,3.0,,0.0
168,배스킨라빈스31대전관평점,패스트푸드,아이스크림판매,제과점업,관평동,36.4225831743826,127.38801382478,패스트푸드아이스크림판매제과점업,관평동%20배스킨라빈스31대전관평점,https://place.map.kakao.com/7887842,배스킨라빈스 대전관평점,1.2,5.0,알바진짜욕나올거같네요^^ 이런거 안남기는데 로그인까지하고 남김....진짜증말진짜로최악이에요 ,0.0
169,도토리분식,분식,라면김밥분식,분식 및 김밥 전문점,용두동,36.3254765225888,127.411862498435,분식라면김밥분식분식 및 김밥 전문점,용두동%20도토리분식,https://place.map.kakao.com/101249907,도토리분식,1.2,5.0,,0.0
170,더씨,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,용전동,36.3578174721204,127.433213163878,커피점 카페커피전문점 카페 다방비알콜 음료점업,용전동%20더씨,https://place.map.kakao.com/2142299917,더씨,5.0,1.0,커피도 맛있고 디저트도 괜찮네요,0.0
171,다울손칼국수,분식,국수/만두/칼국수,분식 및 김밥 전문점,월평1동,36.3540214609469,127.354679897717,분식국수 만두 칼국수분식 및 김밥 전문점,월평1동%20다울손칼국수,https://place.map.kakao.com/20099158,다울손칼국수,4.7,3.0,진짜 맛있습니다. 얼큰이라해서 매울줄알았는데 맛있는 매운맛입니다. 제철에 가서그런지 어패류도 싱싱하네요,3.0
172,손님식당,한식,한식/백반/한정식,한식 음식점업,기성동,36.2556664041919,127.341235014839,한식한식 백반 한정식한식 음식점업,기성동%20손님식당,https://place.map.kakao.com/15838169,손님식당,4.7,3.0,,1.0
173,미란칼국수,분식,국수/만두/칼국수,분식 및 김밥 전문점,성남동,36.3417519255724,127.435914089636,분식국수 만두 칼국수분식 및 김밥 전문점,성남동%20미란칼국수,https://place.map.kakao.com/801514315,미란칼국수,5.0,2.0,,1.0
174,유정커피스토리,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,산성동,36.2962885834784,127.383969376142,커피점 카페커피전문점 카페 다방비알콜 음료점업,산성동%20유정커피스토리,https://place.map.kakao.com/1597472138,유정커피스토리,5.0,5.0,커피를 모르는 제 입에도 이것이 커피구나 생각이 들게합니다. 커피를 알게 해주셔서 감사합니다.,0.0
175,깻잎두마리치킨,닭/오리요리,후라이드/양념치킨,치킨 전문점,관저2동,36.3011677577594,127.334160919476,닭 오리요리후라이드 양념치킨치킨 전문점,관저2동%20깻잎두마리치킨,https://place.map.kakao.com/778055439,코리엔탈깻잎두마리치킨,5.0,1.0,"바사바삭 잘 튀긴 순살 좋아요 구성도 만족스럽습니다 순살 후라이드 랑 간장인데 좋아요 방문포장 18,000입니다",1.0
176,구이대가집,한식,한식/백반/한정식,한식 음식점업,온천2동,36.3579501507486,127.338067692387,한식한식 백반 한정식한식 음식점업,온천2동%20구이대가집,https://place.map.kakao.com/10313011,구이대가집 본점,5.0,1.0,완전 싸고 좋아요! 대패가 진짜 맛있습니다 ㅎㅎ,1.0
177,대청왕숯불갈비,한식,갈비/삼겹살,한식 음식점업,산성동,36.3056066354588,127.390822005148,한식갈비 삼겹살한식 음식점업,산성동%20대청왕숯불갈비,https://place.map.kakao.com/10314970,대청왕숯불갈비,5.0,1.0,,0.0
178,지코바치킨둔산점,닭/오리요리,후라이드/양념치킨,치킨 전문점,둔산2동,36.3554538987439,127.378378208937,닭 오리요리후라이드 양념치킨치킨 전문점,둔산2동%20지코바치킨둔산점,https://place.map.kakao.com/16564446,지코바 둔산1호점,4.0,4.0,,1.0
179,카페베네,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,가양2동,36.3481763262446,127.458974172301,커피점 카페커피전문점 카페 다방비알콜 음료점업,가양2동%20카페베네,https://place.map.kakao.com/12283891,카페베네 대전은행동점,1.0,1.0,기프티콘 거부당함. 코로나땜에 일회용컵에 달라고했으나 끝까지 머그컵에 준다고함. 싫으면 결제취소해드릴게요^^ 황당.,4.0
180,성경만두요리전문점,분식,국수/만두/칼국수,분식 및 김밥 전문점,둔산1동,36.3532876319039,127.388222395473,분식국수 만두 칼국수분식 및 김밥 전문점,둔산1동%20성경만두요리전문점,https://place.map.kakao.com/21357621,성경만두요리전문점 둔산점,2.7,16.0,"별하나인이유는 뚱뚱하고나이든아주머니가 손님한테반찬줄때도던지듯이놓고 만두싸가니까앞에서기다린다고대놓고뭐라고한던데 두번다시안가고싶네요 지금까지간곳중에 최악 , 맛은좋으나 직원아줌마가바뀌면갈게요",23.0
181,명랑생조개손칼국수,분식,국수/만두/칼국수,분식 및 김밥 전문점,용문동,36.338601806983,127.390877087212,분식국수 만두 칼국수분식 및 김밥 전문점,용문동%20명랑생조개손칼국수,https://place.map.kakao.com/14491720,명랑 생조개손칼국수,4.3,9.0,언제여시는건가요…?매일 전화하는데 받지도 않고…,28.0
182,카페코하루,한식,한식/백반/한정식,한식 음식점업,원신흥동,36.3395038435185,127.343370347557,한식한식 백반 한정식한식 음식점업,원신흥동%20카페코하루,https://place.map.kakao.com/230913743,카페코하루,4.3,12.0,,65.0
183,굴돌밥집식당,한식,한식/백반/한정식,한식 음식점업,오정동,36.3547034219003,127.411720714849,한식한식 백반 한정식한식 음식점업,오정동%20굴돌밥집식당,https://place.map.kakao.com/15381975,굴돌밥집,4.3,12.0,,0.0
184,신성숫불구이전문,한식,갈비/삼겹살,한식 음식점업,노은1동,36.3685818833221,127.318308793345,한식갈비 삼겹살한식 음식점업,노은1동%20신성숫불구이전문,https://place.map.kakao.com/9847237,신성숯불생고기,4.3,12.0,,1.0
185,홍보리,한식,한식/백반/한정식,한식 음식점업,진잠동,36.3149687488321,127.284721449535,한식한식 백반 한정식한식 음식점업,진잠동%20홍보리,https://place.map.kakao.com/25148423,홍보리,4.8,5.0,대전있으면서 직원들과 맛집 찾아다니는게 낙인데 이집도 우연히 발견한 맛집입니다. 음식이 자극적이지 않고 맛있습니다. 덤으로 방동저수지 경치도 구경할수 있어서 점심에 드라이브겸 다녀오기 좋았습니다.,1.0
186,김할매김밥엔빨간어묵,분식,라면김밥분식,분식 및 김밥 전문점,노은1동,36.3741873253093,127.321424960253,분식라면김밥분식분식 및 김밥 전문점,노은1동%20김할매김밥엔빨간어묵,https://place.map.kakao.com/2017263535,김할매 김밥앤빨간어묵 본점,2.3,3.0,나이 어린 사람이 가면 개무시당함 맛도 그닥 불친절해서 가기 싫음 나이많고 포스 있으신분들만 가시길^^,7.0
187,처음본치킨,닭/오리요리,후라이드/양념치킨,치킨 전문점,갈마1동,36.3446132463066,127.368326577386,닭 오리요리후라이드 양념치킨치킨 전문점,갈마1동%20처음본치킨,https://place.map.kakao.com/26839964,처음본치킨 갈마점,2.3,3.0,,0.0
188,유로코피자,패스트푸드,피자전문,"피자, 햄버거, 샌드위치 및 유사 음식점업",용두동,36.3269185851629,127.411873937927,"패스트푸드피자전문피자, 햄버거, 샌드위치 및 유사 음식점업",용두동%20유로코피자,https://place.map.kakao.com/731313808,유로코피자 중구점,2.3,3.0,,2.0
189,더리스레스토랑,양식,정통양식/경양식,서양식 음식점업,대청동,36.3861221584335,127.484147537513,양식정통양식 경양식서양식 음식점업,대청동%20더리스레스토랑,https://place.map.kakao.com/8269257,더리스,3.0,41.0,더 리스는 한번가보면 남자도 머리에서 찡소리가 날정도로 멍해서 처다보는데 여성분들은 얼마나 멋있게 보일까요 대전최고에 음식 대전최고에 경치 환상의 섬같기도하고 제주도 밧닷갔기도하고 비행기10시간을  타고가도 더리스 보다 멋진장소는  없쓸것데 고생들하지말구 더리스 오세요 나는또 먹싶은데  돈 돈 돈이 문제네 돈이생기면 꼭 가야겠다  사장님 과 직원여러분들 앞...,107.0
190,한국폴리텍대학대전캠퍼스,기타음식업,구내식당/자급식음식점,기관구내식당업,가양2동,36.3510366259031,127.45376248857,기타음식업구내식당 자급식음식점기관구내식당업,가양2동%20한국폴리텍대학대전캠퍼스,https://place.map.kakao.com/8131221,한국폴리텍대학 대전캠퍼스,3.0,2.0,,2.0
191,사람사랑분식,분식,라면김밥분식,분식 및 김밥 전문점,유천2동,36.3199148784081,127.39899656615,분식라면김밥분식분식 및 김밥 전문점,유천2동%20사람사랑분식,https://place.map.kakao.com/21335223,사람사랑분식,3.0,2.0,아줌마가 돈 없으면 오뎅국물 먹지말라고 함   그리고 튀김 포장해갔는데 집에 돌아오니 하나가 없음 ㅋㅋㅋ그냥 먹으려다 찾아갔더니 사과 한마디 없음,1.0
192,양양식당,한식,한식/백반/한정식,한식 음식점업,회덕동,36.4125423642754,127.424051837972,한식한식 백반 한정식한식 음식점업,회덕동%20양양식당,https://place.map.kakao.com/21437972,양양식당,3.0,2.0,,0.0
193,락7080,유흥주점,룸살롱/단란주점,일반유흥 주점업,중앙동,36.326346866339,127.433452287357,유흥주점룸살롱 단란주점일반유흥 주점업,중앙동%20락7080,https://place.map.kakao.com/249018956,락7080,3.0,2.0,,0.0
194,커피홀릭,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,가수원동,36.3064819146109,127.349949705692,커피점 카페커피전문점 카페 다방비알콜 음료점업,가수원동%20커피홀릭,https://place.map.kakao.com/1960013400,커피홀릭,5.0,1.0,"주변에 까페가 많지만 진짜 스페셜티 맛집이다 과테말라, 에디오피아, 콜롬비아 원두를 쓴다 바디감이 적당하고 뒷맛도 깔끔하다 항상 손님이 있다 테이크아웃은 가격도 저렴하다",2.0
195,대가김밥,분식,라면김밥분식,분식 및 김밥 전문점,도마1동,36.3148426179578,127.383422529788,분식라면김밥분식분식 및 김밥 전문점,도마1동%20대가김밥,https://place.map.kakao.com/8844898,대가김밥 도마점,5.0,1.0,,0.0
196,일인칭,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,원신흥동,36.3365512841803,127.339106509403,커피점 카페커피전문점 카페 다방비알콜 음료점업,원신흥동%20일인칭,https://place.map.kakao.com/530206715,일인칭,4.7,13.0,,69.0
197,체험나라,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,진잠동,36.3154298983842,127.322101589559,커피점 카페커피전문점 카페 다방비알콜 음료점업,진잠동%20체험나라,https://place.map.kakao.com/1036767990,체험나라,4.7,13.0,,0.0
198,둔산알리앙스,부페,한식부페,한식 음식점업,둔산2동,36.3582567891915,127.388863196648,부페한식부페한식 음식점업,둔산2동%20둔산알리앙스,https://place.map.kakao.com/26067061,둔산알리앙스웨딩홀(주),4.7,13.0,,1.0
199,스위트번스커피전문점,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,오정동,36.3527951938023,127.423311228697,커피점 카페커피전문점 카페 다방비알콜 음료점업,오정동%20스위트번스커피전문점,https://place.map.kakao.com/526353853,스위트번스 한남대점,5.0,2.0,,2.0
200,바구니식당,한식,한식/백반/한정식,한식 음식점업,구즉동,36.4396483152407,127.380194743105,한식한식 백반 한정식한식 음식점업,구즉동%20바구니식당,https://place.map.kakao.com/1166880610,바구니식당,5.0,2.0,,0.0
201,산골짜기,한식,한식/백반/한정식,한식 음식점업,신탄진동,36.4472882429466,127.432228405535,한식한식 백반 한정식한식 음식점업,신탄진동%20산골짜기,https://place.map.kakao.com/15422500,산골짜기,4.0,5.0,고사리의 그맛은 이디에 두고봐도 긋입니다.,1.0
202,동방함바한식부페,한식,한식/백반/한정식,한식 음식점업,용운동,36.3275036960237,127.46144496714,한식한식 백반 한정식한식 음식점업,용운동%20동방함바한식부페,https://place.map.kakao.com/1668893577,동방함바한식부페,4.0,5.0,,0.0
203,고씨네,한식,한식/백반/한정식,한식 음식점업,오정동,36.3524856216289,127.424527945494,한식한식 백반 한정식한식 음식점업,오정동%20고씨네,https://place.map.kakao.com/462382144,고씨네 한남대점,3.5,2.0,,21.0
204,부어치킨둔산1호점,닭/오리요리,후라이드/양념치킨,치킨 전문점,둔산1동,36.3559907588189,127.393404591809,닭 오리요리후라이드 양념치킨치킨 전문점,둔산1동%20부어치킨둔산1호점,https://place.map.kakao.com/16528981,부어치킨 둔산점,3.5,2.0,,0.0
205,피자나라치킨공주,패스트푸드,피자전문,"피자, 햄버거, 샌드위치 및 유사 음식점업",효동,36.3115002908861,127.458102955376,"패스트푸드피자전문피자, 햄버거, 샌드위치 및 유사 음식점업",효동%20피자나라치킨공주,https://place.map.kakao.com/1933665473,피자나라치킨공주 대전가오점,3.5,2.0,,0.0
206,영일회수산,일식/수산물,횟집,한식 음식점업,태평1동,36.3252802232525,127.395992741672,일식 수산물횟집한식 음식점업,태평1동%20영일회수산,https://place.map.kakao.com/155653105,영일회수산,1.0,1.0,양이 너무 적음. 회를 작고 얇게. 1인당 2만원은 되야함. 가성비 없슴.,3.0
207,미가빈대떡,한식,파전전문,한식 음식점업,유천1동,36.3164588096041,127.396361485389,한식파전전문한식 음식점업,유천1동%20미가빈대떡,https://place.map.kakao.com/632123751,미가빈대떡,1.0,1.0,,0.0
208,커피송,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,관저2동,36.299331293934,127.341046189284,커피점 카페커피전문점 카페 다방비알콜 음료점업,관저2동%20커피송,https://place.map.kakao.com/21334738,커피송,1.0,1.0,,0.0
209,커피앤드,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,탄방동,36.3485815344111,127.398564654731,커피점 카페커피전문점 카페 다방비알콜 음료점업,탄방동%20커피앤드,https://place.map.kakao.com/21436028,커피앤드,1.0,1.0,,0.0
210,흑룡산촌두부식당,한식,두부요리전문,한식 음식점업,온천1동,36.3473573674663,127.29192307369,한식두부요리전문한식 음식점업,온천1동%20흑룡산촌두부식당,https://place.map.kakao.com/9624623,흑룡산촌두부,2.0,8.0,가격대비  별로요 음식 가격도 제멋대로 받고요 가지마세요,18.0
211,홍루이젠,제과제빵떡케익,제과점,제과점업,관평동,36.4224497652395,127.388360569939,제과제빵떡케익제과점제과점업,관평동%20홍루이젠,https://place.map.kakao.com/843324547,홍루이젠 대전관평점,2.0,8.0,,4.0
212,명랑핫도그,패스트푸드,핫도그,"피자, 햄버거, 샌드위치 및 유사 음식점업",신성동,36.3860987351786,127.351717522003,"패스트푸드핫도그피자, 햄버거, 샌드위치 및 유사 음식점업",신성동%20명랑핫도그,https://place.map.kakao.com/2017333029,명랑핫도그 충남대점,2.0,8.0,,0.0
213,혜화동돈까스극장,한식,한식/백반/한정식,한식 음식점업,중리동,36.366852155924,127.428411598404,한식한식 백반 한정식한식 음식점업,중리동%20혜화동돈까스극장,https://place.map.kakao.com/1621124198,혜화동돈까스극장 대전대덕점,2.0,8.0,,0.0
214,종갓집,한식,갈비/삼겹살,한식 음식점업,구즉동,36.4353320935499,127.385560386762,한식갈비 삼겹살한식 음식점업,구즉동%20종갓집,https://place.map.kakao.com/9998599,종갓집갈비생고기,5.0,1.0,송강동 내 고깃집 넘버원이 아닐까 생각합니다 회식자리나 모임자리로 이만한 식당이 없습니다,0.0
215,369노래주점,유흥주점,룸살롱/단란주점,일반유흥 주점업,대흥동,36.3268768505281,127.42929399557,유흥주점룸살롱 단란주점일반유흥 주점업,대흥동%20369노래주점,https://place.map.kakao.com/21439569,369노래하는주점,5.0,1.0,,0.0
216,금강숯불구이,한식,갈비/삼겹살,한식 음식점업,홍도동,36.3464466321939,127.422533630053,한식갈비 삼겹살한식 음식점업,홍도동%20금강숯불구이,https://place.map.kakao.com/25430530,금강숯불구이,3.7,3.0,"위생안좋구요, 홀서빙보는 삼촌도 기본 에티켓이 없습니다. 숯불 놓아주실때 숯 가루가 다 날리구요,, 갈비먹고 가족들 설사하고 난리입니다.. 대전 1등 갈비라니요,,",5.0
217,젠하우스,한식,한식/백반/한정식,한식 음식점업,가수원동,36.3081246741851,127.347096587148,한식한식 백반 한정식한식 음식점업,가수원동%20젠하우스,https://place.map.kakao.com/1141725478,젠하우스1962,3.7,3.0,,5.0
218,우리밀손칼국수,분식,국수/만두/칼국수,분식 및 김밥 전문점,진잠동,36.2851869735009,127.308481696637,분식국수 만두 칼국수분식 및 김밥 전문점,진잠동%20우리밀손칼국수,https://place.map.kakao.com/59117934,계룡우리밀손칼국수,5.0,1.0,맛있어요 건강에 좋은 우리밀로 하니 더 맛있는거 같습니다 장떡도 맛있네요,1.0
219,육회나라,한식,한식/백반/한정식,한식 음식점업,용전동,36.3536043346284,127.432307798487,한식한식 백반 한정식한식 음식점업,용전동%20육회나라,https://place.map.kakao.com/1606455188,육회나라,5.0,1.0,,0.0
220,카페드홍,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,은행선화동,36.3319503990459,127.417973524748,커피점 카페커피전문점 카페 다방비알콜 음료점업,은행선화동%20카페드홍,https://place.map.kakao.com/21533531,카페드홍,5.0,1.0,,0.0
221,남경반점,중식,중국음식/중국집,중식 음식점업,중앙동,36.326607587764,127.433316745127,중식중국음식 중국집중식 음식점업,중앙동%20남경반점,https://place.map.kakao.com/9741410,남경반점,5.0,1.0,,0.0
222,둥지바베큐,양식,바베큐전문,서양식 음식점업,탄방동,36.3390860119417,127.393936724925,양식바베큐전문서양식 음식점업,탄방동%20둥지바베큐,https://place.map.kakao.com/21239816,둥지바베큐,3.9,8.0,좋와요! 매콤한맛! 부드럽고 감칠맛!,7.0
223,계룡반점,중식,중국음식/중국집,중식 음식점업,대화동,36.3652945934041,127.402938002488,중식중국음식 중국집중식 음식점업,대화동%20계룡반점,https://place.map.kakao.com/15517086,계룡반점,3.9,8.0,,0.0
224,동해참치,일식/수산물,참치전문점,일식 음식점업,온천2동,36.3631017680733,127.357234699385,일식 수산물참치전문점일식 음식점업,온천2동%20동해참치,https://place.map.kakao.com/17469173,동해,4.0,7.0,,7.0
225,공주칼국수쭈꾸미구이,일식/수산물,낙지/오징어,한식 음식점업,관평동,36.4232401388278,127.39312728759,일식 수산물낙지 오징어한식 음식점업,관평동%20공주칼국수쭈꾸미구이,https://place.map.kakao.com/21657671,공주 칼국수쭈꾸미구이 테크노밸리점,3.3,3.0,다른 리뷰어들은 매장방문 경우이신듯.. 배달은.. 면은 불어서 툭툭 끊어지고 쭈꾸미는 만팔천원의 퀄리티라고 할수가 없.. 클라멘타인 인줄..,3.0
226,1999떡볶이닭발,분식,떡볶이전문,분식 및 김밥 전문점,월평1동,36.3549969719872,127.363485097298,분식떡볶이전문분식 및 김밥 전문점,월평1동%201999떡볶이닭발,https://place.map.kakao.com/48648138,1999떡볶이&닭발,3.3,3.0,,0.0
227,계동치킨,닭/오리요리,후라이드/양념치킨,치킨 전문점,산내동,36.2969185729247,127.46024129073,닭 오리요리후라이드 양념치킨치킨 전문점,산내동%20계동치킨,https://place.map.kakao.com/8650959,계동치킨 가오낭월점,5.0,1.0,간장치킨 맛있어요^^,0.0
228,부타우동,분식,우동전문점,분식 및 김밥 전문점,관저2동,36.2950793655056,127.33651726696,분식우동전문점분식 및 김밥 전문점,관저2동%20부타우동,https://place.map.kakao.com/427609557,부타우동,4.4,13.0,냉소바가 다 불어서 나왔어요... ㅠ 식당에서 먹었는데....ㅜㅜ ,27.0
229,해와솔식당,한식,한식/백반/한정식,한식 음식점업,효동,36.3163118684233,127.440251324678,한식한식 백반 한정식한식 음식점업,효동%20해와솔식당,https://place.map.kakao.com/1257590772,해와솔식당,4.4,13.0,,0.0
230,꽃돼지밥상,한식,한식/백반/한정식,한식 음식점업,관평동,36.4237730383904,127.393357327563,한식한식 백반 한정식한식 음식점업,관평동%20꽃돼지밥상,https://place.map.kakao.com/2104990491,열두달꽃돼지밥상 관평본점,5.0,2.0,맛있어요.,10.0
231,나루터장어,일식/수산물,민물장어전문,한식 음식점업,신탄진동,36.448380584262,127.453872886243,일식 수산물민물장어전문한식 음식점업,신탄진동%20나루터장어,https://place.map.kakao.com/8877304,나루터장어,2.0,4.0,어제 저녁 나루터장어 식당에 가 양념장어 구이 먹었는데 장어 잡내도 없고 전망 좋고 저녁과 술 잘 먹고 왔네요.,6.0
232,이서방네아구복해장국,한식,해장국/감자탕,한식 음식점업,도마1동,36.3140372898754,127.381056883349,한식해장국 감자탕한식 음식점업,도마1동%20이서방네아구복해장국,https://place.map.kakao.com/16913490,이서방네아구복해장국,2.0,4.0,,0.0
233,국영수떡볶이,분식,떡볶이전문,분식 및 김밥 전문점,전민동,36.3981597009081,127.400479404863,분식떡볶이전문분식 및 김밥 전문점,전민동%20국영수떡볶이,https://place.map.kakao.com/349535043,국영수즉석떡볶이 직영점,5.0,7.0,맛있고 친절해요,7.0
234,엄마의밥상,한식,한식/백반/한정식,한식 음식점업,용운동,36.3356660220328,127.456788292316,한식한식 백반 한정식한식 음식점업,용운동%20엄마의밥상,https://place.map.kakao.com/56680155,엄마의밥상,5.0,7.0,,1.0
